document_type,role,permlevel,if_owner,apply_user_permissions,select,read,write,create,delete,submit,cancel,amend,report,export,import,share,print,email,set_user_permissions,mask,notes
Evaluation Consensus Record,Evaluation Committee Chair,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Committee-confidential assignments/readout/consensus.
Evaluation Consensus Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Evaluation Consensus Record,Internal Auditor,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read committee-confidential fields.
Evaluation Consensus Record,Tender Committee Secretary,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Consensus does not erase individual sheets.
Evaluation Consensus Record,Tender Committee Secretary,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Committee-confidential assignments/readout/consensus.
Evaluation Criterion Template,Evaluation Committee Chair,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Evaluation Criterion Template,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Evaluation Criterion Template,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Evaluation Criterion Template,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Template/master.
Evaluation Score Record,Evaluation Committee Chair,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluation Score Record,Evaluation Committee Chair,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read confidential scoring.
Evaluation Score Record,Evaluation Committee Chair,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consensus direction note; do not overwrite member evidence.
Evaluation Score Record,Evaluation Committee Member,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Criterion-level evidence.
Evaluation Score Record,Evaluation Committee Member,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Scores and confidential evaluation rationale.
Evaluation Score Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluation Score Record,Internal Auditor,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read confidential scoring.
Evaluation Score Record,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic integrity metadata.
Evaluation Score Record,Tender Committee Secretary,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluation Worksheet,Evaluation Committee Chair,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluation Worksheet,Evaluation Committee Chair,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read confidential scoring.
Evaluation Worksheet,Evaluation Committee Chair,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consensus direction note; do not overwrite member evidence.
Evaluation Worksheet,Evaluation Committee Member,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Member should not edit peer worksheet.
Evaluation Worksheet,Evaluation Committee Member,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Scores and confidential evaluation rationale.
Evaluation Worksheet,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluation Worksheet,Internal Auditor,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read confidential scoring.
Evaluation Worksheet,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic integrity metadata.
Evaluation Worksheet,Tender Committee Secretary,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Chair/secretary/auditor read.
Evaluator Declaration,Evaluation Committee Chair,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Must exist before worksheets unlock.; Member owns declaration.
Evaluator Declaration,Evaluation Committee Chair,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Committee-confidential assignments/readout/consensus.
Evaluator Declaration,Evaluation Committee Member,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Must exist before worksheets unlock.; Member owns declaration.
Evaluator Declaration,Evaluation Committee Member,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Committee-confidential assignments/readout/consensus.
Evaluator Declaration,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Evaluator Declaration,Internal Auditor,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read committee-confidential fields.
Evaluator Declaration,Tender Committee Secretary,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Exception Register Entry,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Exception Register Entry,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Exception Register Entry,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval note.
Exception Register Entry,Finance/Budget Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Exception queue with elevated notes.
Exception Register Entry,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Exception Register Entry,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Exception Register Entry,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Exception Register Entry,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic metadata.
Final Performance Review,Contract Manager,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Final supplier/contract outcome.
Final Performance Review,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Final Performance Review,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Funding Source,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Funding Source,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Funding Source,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Funding Source,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Funding Source,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Reference master.
Funding Source,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Inspection Report,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.; Read acceptance consequences.
Inspection Report,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive acceptance/exception note.
Inspection Report,Accounts Payable Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accepted qty / financial consequence.
Inspection Report,Contract Manager,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Inspection Report,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Inspection Report,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accepted qty / financial consequence.
Inspection Report,Inspection & Acceptance Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Acceptance/rejection evidence.
Inspection Report,Inspection & Acceptance Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Observations and defect notes.
Inspection Report,Inspection & Acceptance Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.; Accepted qty / financial consequence.
Inspection Report,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Inspection Report,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.; Read acceptance consequences.
Inspection Report,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fraud/forensic metadata.
Invoice Control Record,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Invoice Control Record,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Invoice Control Record,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval note.
Invoice Control Record,Accounts Payable Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Links invoices to acceptance.
Invoice Control Record,Accounts Payable Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Invoice Control Record,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Invoice Control Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Invoice Control Record,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Invoice Control Record,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic metadata.
National Development Plan,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
National Development Plan,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Plan,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Plan,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Plan,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,No department-level write once active.
National Development Plan,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
National Development Priority,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
National Development Priority,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Priority,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Priority,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
National Development Priority,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Reference child/master; read-heavy.
National Development Priority,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Payment Certificate,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Payment Certificate,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Payment Certificate,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval note.
Payment Certificate,Accounts Payable Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Most fields PL2+.
Payment Certificate,Accounts Payable Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Payment Certificate,Finance/Budget Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Most fields PL2+.
Payment Certificate,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Payment Certificate,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Payment Certificate,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Payment Certificate,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic metadata.
Post Qualification Check,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Post Qualification Check,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted fields.
Post Qualification Check,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive decision note.
Post Qualification Check,Evaluation Committee Chair,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Due diligence evidence.
Post Qualification Check,Evaluation Committee Chair,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.
Post Qualification Check,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Post Qualification Check,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted fields.
Post Qualification Check,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Due diligence evidence.
Post Qualification Check,Procurement Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.
Procurement Plan,Accounting Officer,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Procurement Plan,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance control fields.
Procurement Plan,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval and publish notes.
Procurement Plan,Department Planning Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP header.
Procurement Plan,Finance/Budget Officer,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Procurement Plan,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget and reserve fields.
Procurement Plan,Head of Procurement,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP header.; Workflow action only; constrain by workflow state.
Procurement Plan,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval and publish notes.
Procurement Plan,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP header.
Procurement Plan,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance control fields.
Procurement Plan,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lock hash / forensic metadata.
Procurement Plan,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP header.
Procurement Plan,Procurement Planner,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,Publish/lock metadata restricted.
Procurement Plan,Procurement Planner,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget and reserve fields.
Procurement Plan Item,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive fields.
Procurement Plan Item,Department Planning Officer,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,APP-linked amounts only in draft/revision.
Procurement Plan Item,Department Planning Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technical rationale/specification.
Procurement Plan Item,Finance/Budget Officer,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Finance validation by workflow.
Procurement Plan Item,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget/funding fields.
Procurement Plan Item,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP line.
Procurement Plan Item,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Exception and approval commentary.
Procurement Plan Item,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP line.
Procurement Plan Item,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive fields.
Procurement Plan Item,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read APP line.
Procurement Plan Item,Procurement Planner,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,APP-linked amounts only in draft/revision.
Procurement Plan Item,Procurement Planner,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technical rationale/specification.
Procurement Plan Item,Procurement Planner,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget/funding fields.
Procurement Plan Revision,Accounting Officer,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Revision approval only.
Procurement Plan Revision,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive revision approval note.
Procurement Plan Revision,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read revision.
Procurement Plan Revision,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial deltas.
Procurement Plan Revision,Head of Procurement,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Revision approval only.
Procurement Plan Revision,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read revision.
Procurement Plan Revision,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snapshot/forensic metadata.
Procurement Plan Revision,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read revision.
Procurement Plan Revision,Procurement Planner,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Revision only; no direct edits to locked APP.
Procurement Plan Revision,Procurement Planner,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial deltas.
Procurement Plan Snapshot,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Procurement Plan Snapshot,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hash/lock/forensic metadata.
Procurement Plan Snapshot,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Procurement Plan Snapshot,Procurement Planner,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Immutable snapshot.
Procurement Plan Snapshot,System Manager,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Immutable snapshot.
Procurement Policy Profile,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Policy Profile,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Policy Profile,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Policy Profile,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Threshold edits restricted.
Procurement Policy Profile,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Policy Profile,Procurement Planner,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Risk Rule,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read sensitive control fields.
Procurement Risk Rule,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Risk Rule,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Risk Rule,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Risk Rule,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read sensitive control fields.
Procurement Risk Rule,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Risk scoring logic master.
Procurement Risk Rule,Planning Authority,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sensitive control values.
Procurement Risk Rule,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Risk Rule,Procurement Planner,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Threshold Rule,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read sensitive control fields.
Procurement Threshold Rule,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Threshold Rule,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Threshold Rule,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Procurement Threshold Rule,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read sensitive control fields.
Procurement Threshold Rule,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Sensitive approval routing basis.
Procurement Threshold Rule,Planning Authority,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sensitive control values.
Procurement Threshold Rule,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Procurement Threshold Rule,Procurement Planner,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Published Plan Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Published Plan Record,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hash/lock/forensic metadata.
Published Plan Record,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Published Plan Record,Procurement Planner,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Immutable publication evidence.
Purchase Requisition,Accounting Officer,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Purchase Requisition,Accounting Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget and commitment totals.
Purchase Requisition,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Exception approval notes.
Purchase Requisition,Finance/Budget Officer,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Purchase Requisition,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Budget and commitment totals.
Purchase Requisition,Head of Department,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Purchase Requisition,Head of Procurement,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Purchase Requisition,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Exception approval notes.
Purchase Requisition,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only oversight.
Purchase Requisition,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive requisition fields.
Purchase Requisition,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lock/snapshot metadata.
Purchase Requisition,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only oversight.
Purchase Requisition,Procurement Officer,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Workflow action only; constrain by workflow state.
Purchase Requisition,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technical summary/justification.
Purchase Requisition,Procurement Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive requisition fields.
Purchase Requisition,Requestor,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Requestor must not self-approve.
Purchase Requisition,Requestor,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technical summary/justification.
Purchase Requisition Amendment,Accounting Officer,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Amendment approval by workflow.
Purchase Requisition Amendment,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive amendment approval note.
Purchase Requisition Amendment,Finance/Budget Officer,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Amendment approval by workflow.
Purchase Requisition Amendment,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial delta fields.
Purchase Requisition Amendment,Head of Procurement,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Amendment approval by workflow.
Purchase Requisition Amendment,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only.
Purchase Requisition Amendment,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only.
Purchase Requisition Amendment,Procurement Officer,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Material changes only via amendment.
Purchase Requisition Amendment,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Change narrative.
Purchase Requisition Amendment,Requestor,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Material changes only via amendment.
Purchase Requisition Amendment,Requestor,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Change narrative.
Purchase Requisition Approval,Accounting Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Log-only after action.
Purchase Requisition Approval,Finance/Budget Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Log-only after action.
Purchase Requisition Approval,Head of Department,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Log-only after action.
Purchase Requisition Approval,Head of Procurement,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Log-only after action.
